Area,Bedrooms,Bathrooms,House_Age,Location_Score,Price
9642,3,4,19,4.303940376304378,4993539.403763044
5649,3,3,11,6.472290601436813,2999722.906014368
9602,3,2,43,8.486987579135166,4997369.875791351
7922,4,2,25,3.636422772301512,4119864.227723015
4978,2,2,14,6.123319156256009,2627233.19156256
378,1,1,39,1.5705626238049302,259205.6262380493
9502,5,4,18,9.330359773489494,5013303.597734895
677,3,3,21,9.906629577118041,553066.2957711804
4242,4,1,31,1.162548551858591,2243125.485518586
974,2,1,12,6.789982000593593,615899.820005936
4470,2,4,31,8.819234315250453,2438692.3431525044
2932,2,2,17,7.455820058551661,1619058.2005855166
8213,1,3,33,3.58119065667499,4223811.90656675
2091,3,2,14,7.696194331914713,1219461.9433191472
5903,3,2,28,9.50386844895697,3150538.6844895696
718,1,1,30,7.465843235174786,483658.4323517479
6499,5,3,19,6.636551077627092,3470365.510776271
5255,5,3,38,2.1026014460456466,2812526.0144604566
9175,4,2,10,6.3730366560694724,4766230.366560695
3827,3,2,41,8.30032320103506,2107003.2320103506
3348,1,4,15,1.6862087078255437,1778362.0870782554
8423,4,2,10,5.25941121279986,4379094.112127999
361,5,3,6,2.761148738800406,356111.4873880041
5234,4,4,28,1.0692311473238387,2781692.3114732383
5570,1,4,10,2.5013955467621773,2895013.955467622
2196,5,1,40,9.384518695585056,1326845.1869558506
1331,4,2,1,1.6445402070283572,792445.4020702835
5651,1,2,35,6.042803378576695,2953428.033785767
8346,1,2,27,6.793213896698409,4304432.138966984
5499,4,2,10,7.094179391977251,2935441.7939197724
515,5,3,11,9.235027387472853,500350.27387472853
9999,1,3,13,6.544229279236473,5136442.292792365
8588,1,3,10,4.877938859990691,4412779.388599907
2711,3,2,17,1.4554966399383076,1468554.966399383
2386,5,2,41,3.7812459458998964,1381312.4594589989
7434,1,4,9,8.41377981151588,3885637.798115159
9514,2,4,21,6.8422303804177815,4935922.303804178
4161,1,2,27,7.6032827142147,2220032.827142147
3467,4,2,33,3.4353556239420895,1894353.556239421
3464,5,1,11,6.437092195720715,1916870.9219572071
8882,1,4,42,6.177041579748153,4603770.415797481
405,2,1,31,4.184118580237524,314841.18580237526
2035,5,2,36,4.174040272185052,1207240.4027218504
38,1,4,2,5.174607519168493,151746.07519168494
9680,3,4,9,2.785413330598961,4992354.133305989
6277,3,1,50,5.389014464667741,3292390.144646677
3783,4,2,16,5.717887855362957,2066678.8785536296
2542,3,1,8,3.5818082111252703,1385818.0821112527
6838,2,3,26,2.0805639733751446,3537805.6397337513
6978,3,2,26,4.816376479792934,3640163.764797929
7336,1,1,10,8.726055320778611,3795260.5532077863
9688,5,4,27,7.349670820813817,5090996.708208138
210,1,1,42,8.543962225158847,246439.62225158847
7739,5,2,38,4.986234210934102,4068362.342109341
164,5,4,45,4.80675012902133,312567.5012902133
9475,2,1,27,5.673917694636264,4862739.1769463625
4426,3,1,40,8.545900915940914,2393459.009159409
5793,1,3,32,8.684999632417885,3064349.9963241788
8122,3,3,37,3.9206388063896416,4223706.388063896
1343,4,3,38,9.23690612869587,907869.0612869586
4978,2,3,32,7.677172957933282,2666771.7295793328
3920,4,4,19,2.004304449430487,2129543.044494305
5627,4,2,24,8.10519374230536,3016551.9374230537
954,1,1,21,7.5579392315336795,598079.3923153367
9760,4,2,40,6.2813453491654485,5072813.453491654
6726,1,3,3,6.364293075088131,3493142.9307508813
7819,3,2,37,3.7787894264161928,4055787.894264162
1390,3,2,16,4.022049665465692,833220.496654657
7904,1,4,25,9.393831355425766,4138438.3135542576
5667,1,1,43,5.433389987391048,2944333.8998739105
3631,3,2,38,6.8341706951168195,1992841.7069511681
2089,2,1,1,3.653199827511438,1136531.9982751145
8923,3,1,31,5.024213158307887,4602242.131583079
4877,5,3,20,1.8706490061061691,2612206.4900610615
7293,4,1,17,8.541705504342906,3835417.055043429
8491,3,3,6,4.472542729135748,4398225.427291358
1931,3,3,13,3.1614781245696246,1108614.7812456964
6803,5,1,49,7.0583519102323695,3611583.519102324
1601,3,1,27,1.1712291588718986,900712.291588719
2105,1,2,9,6.372463382815022,1170724.63382815
9190,5,3,17,5.644734299167837,4804947.342991678
9462,1,2,11,5.7384275412494095,4843884.275412494
4480,5,4,43,1.725376864379191,2438753.768643792
1599,3,2,26,1.814207263554505,920642.072635545
4804,2,1,29,4.203922677661279,2513539.226776613
3852,1,2,3,1.02995486121117,1987799.5486121117
4440,1,3,33,6.325594266973689,2364755.9426697367
9859,1,4,39,7.063383447681142,5099633.834476812
9307,5,3,9,8.825361351016799,4891253.613510168
9006,3,1,25,1.1885445171511382,4602385.445171512
2938,2,3,5,8.368886374634712,1640188.8637463471
5920,4,3,40,9.964592706200177,3204645.927062002
3723,3,1,7,2.7169488723612507,1967169.4887236124
5027,1,1,29,8.232146861544965,2645321.4686154495
5836,1,3,23,3.297604937907204,3027476.049379072
1917,5,4,24,1.2875705282396286,1143375.7052823962
1082,4,4,39,5.967117594186565,760171.1759418657
9636,4,3,30,2.6164817537398366,4984164.817537398
6428,4,4,25,6.64627018689356,3432962.7018689355
4156,4,2,41,6.530550277244897,2273805.502772449
790,3,3,36,8.177656379619286,599776.5637961929
6139,5,3,11,2.8468906913192207,3248468.906913192
6819,1,3,45,6.364621391671339,3560646.2139167134
3817,2,4,28,7.608928856964252,2098589.2885696427
4163,4,1,12,5.902504736196152,2241525.0473619616
6102,4,3,14,7.711888699199537,3260118.8869919954
3705,2,1,15,5.162285563274021,1966622.8556327403
6563,5,3,48,1.3732986555027291,3464232.9865550273
75,3,1,4,7.717353889940181,191673.5388994018
6184,2,4,50,2.997662990327205,3246976.6299032723
2222,2,2,32,6.342941167583115,1260429.411675831
114,2,2,14,7.826174219781779,212261.74219781777
7473,1,1,29,2.975122548439635,3815751.2254843963
8957,1,1,41,1.8813227537191461,4552813.2275371915
2831,4,2,48,5.566959544085811,1605169.595440858
7870,4,2,48,2.6956919737563343,4095956.9197375635
2857,4,1,19,3.7680513397536415,1570680.5133975365
4184,2,1,22,9.910635919792945,2257106.3591979295
9111,2,1,40,1.0113801890781589,4640613.801890781
2118,1,3,14,7.122221030879441,1202222.2103087944
9130,3,3,33,1.452808062914293,4701028.080629143
5764,1,2,21,1.7500222077615462,2960000.2220776156
2523,1,2,32,1.1848877985538997,1339348.877985539
3514,5,4,38,1.5356412728309254,1951356.4127283092
8097,4,4,10,8.660904492403063,4280109.044924031
5944,1,1,28,8.235619623617605,3103356.196236176
3606,3,3,9,2.174735804989926,1934247.3580498993
1981,3,2,3,7.851411173407254,1160514.1117340724
2839,2,2,32,3.9391763182213437,1544891.7631822135
598,4,3,8,8.903321741084415,517033.21741084417
7678,3,1,49,4.0347469746608855,3978847.4697466088
7388,1,2,11,7.430959577435621,3823809.5957743563
5512,2,4,13,5.743220402739999,2919932.2040274
8889,1,4,41,1.468170962035307,4559681.709620353
3144,5,4,19,7.37613393096235,1815261.3393096235
3435,3,4,47,7.794984862573545,1938949.8486257354
1086,1,4,11,3.8279032548875653,666779.0325488757
8625,1,3,29,5.584679713398502,4447846.797133985
9476,5,4,14,5.408968976152086,4959089.689761521
2365,1,4,3,3.2386621809925673,1296386.6218099257
5694,4,4,6,3.5535962439918,3025535.962439918
3068,1,3,12,7.227234768947996,1677272.34768948
9057,5,3,13,1.4418145756939564,4694418.145756939
6199,2,3,16,3.277529954310781,3225275.299543108
2523,4,2,17,6.286602298726894,1442866.0229872689
786,3,1,13,2.065933851875671,495159.33851875673
340,2,1,17,3.559704405820467,269097.0440582047
953,1,3,41,9.227070468135333,654270.7046813533
5365,5,2,5,5.11201554976507,2866120.1554976506
1900,3,3,3,3.738340967543161,1093883.4096754317
8649,4,3,12,1.550947801767573,4471009.478017676
6212,1,4,21,4.414658030736296,3240646.580307363
5603,5,1,2,2.2816675979909564,2940316.6759799095
5675,4,4,7,9.81566625447503,3079156.66254475
5927,4,3,23,3.6111114613734467,3136111.1146137347
1310,3,2,46,1.3730409859253752,781730.4098592538
1078,1,4,21,6.828629203490753,697786.2920349075
5150,4,1,5,7.727050731005697,2749770.507310057
9503,5,4,30,2.3743708594133106,4950243.708594133
3898,2,4,29,3.2299391294727524,2095799.3912947276
5233,5,3,29,2.5697681405571253,2801697.6814055713
1626,4,4,13,2.560830333982572,985108.3033398257
3733,3,3,3,7.225276990206743,2045252.7699020675
3327,4,4,19,6.054981260642404,1873549.812606424
6124,1,1,2,6.70382273118396,3165038.22731184
5900,2,1,11,5.324540848696218,3063745.4084869623
9119,2,2,18,6.614547511911527,4704645.475119115
3801,4,1,34,8.071311004033351,2093213.1100403336
198,2,1,49,7.145096540061634,249950.96540061635
7136,5,4,28,5.737920351591873,3799379.203515919
219,2,3,1,7.717510353396932,272175.1035339693
4189,3,3,27,8.356552171702518,2296565.521717025
3139,1,1,21,3.230417686649945,1647304.1768664995
7584,2,2,18,5.232507899232052,3923325.0789923207
8614,2,2,39,4.86763330014621,4445176.333001462
3929,1,1,29,1.997504910230647,2033975.0491023064
5825,1,3,23,5.296581311053852,3041965.8131105383
9624,3,4,3,2.143816634774525,4954938.166347745
2851,2,3,33,7.744180265373408,1604441.802653734
5573,3,1,6,1.5315388426379268,2879815.3884263793
8184,5,1,28,9.20779741564732,4313077.974156473
3944,1,4,39,6.506709251661475,2136567.0925166146
6072,5,4,21,5.542879306270354,3261928.7930627037
9986,5,4,24,4.59536631582157,5210953.663158216
9906,5,2,34,8.143351637121944,5181433.516371219
7010,5,4,22,3.7241565120118945,3713241.565120119
2511,2,2,26,4.05321306994129,1379032.130699413
7708,3,3,26,5.63314687668564,4028331.4687668565
7460,5,3,46,3.216105036103539,3930161.0503610354
4154,5,4,10,4.736233806423817,2289362.338064238
2638,1,4,17,9.389306112179684,1501393.0611217967
5377,1,2,45,3.23239294198518,2793323.929419852
5952,2,4,8,5.281331885369054,3132813.3188536908
3,4,4,27,7.233536828238437,227335.36828238436
2831,2,1,17,8.909619081459942,1568096.1908145994
6553,4,3,22,8.453235135270475,3497032.3513527047
3690,3,2,11,2.9679267618295917,1970179.267618296
7571,4,1,27,7.97682519418536,3973768.2519418537
8287,5,4,24,6.958411691735896,4385084.116917359
3344,2,4,13,1.9456946300117364,1797956.9463001173
8544,1,2,1,5.467075616423947,4377170.75616424
999,3,4,5,9.588297479305103,717882.974793051
1667,1,2,13,2.7491565626197247,917491.5656261973
1891,2,2,13,4.703497180177591,1069034.971801776
6381,3,1,21,4.721759415095665,3323217.5941509567
9320,5,1,23,8.146456714521095,4867964.567145211
311,1,1,14,4.109049126385283,238590.49126385283
6271,1,2,28,7.175589242005236,3271255.8924200526
1378,2,4,37,7.536702359594332,882867.0235959433
6921,4,1,2,5.82731315297209,3614773.131529721
7262,5,3,22,2.9087742662293734,3816087.742662294
7294,2,3,22,3.439522955367789,3777395.229553678
72,2,2,15,6.172175305916143,175221.75305916142
6187,5,4,42,9.870271584381126,3373202.715843811
4305,3,1,3,5.46131418653634,2283613.1418653633
9727,5,3,33,9.195076939107338,5116950.769391073
6555,2,4,3,5.512117870274292,3434121.178702743
9414,4,3,47,7.083584742222211,4926335.847422222
1388,3,1,12,7.27872047364594,847787.2047364594
1135,4,1,49,9.375776159073821,780757.7615907382
3365,1,3,11,6.763075418540053,1820630.7541854004
8732,5,3,17,3.931178083523818,4558811.780835238
3891,1,2,27,1.8846086145359104,2027846.086145359
4796,3,1,21,9.915989597693784,2582659.895976938
4119,5,3,4,4.676469717848745,2253264.6971784877
2594,4,3,49,3.5681931680278143,1482181.9316802782
4800,1,4,45,1.4708983236628304,2517208.983236628
5155,2,1,50,2.811760784499798,2685617.607844998
66,1,1,25,1.7680604975008314,98180.60497500832
6725,1,1,50,9.653665700557887,3519036.6570055787
937,5,2,5,3.1000173429527833,632000.1734295278
5182,5,1,10,3.573769789067667,2746737.6978906766
7393,5,4,9,1.610613691103946,3877106.1369110392
1130,1,3,12,9.195548263174642,727955.4826317464
4735,3,1,16,4.981709753693087,2500317.097536931
892,5,1,42,5.5300399959421815,637300.3999594218
7563,2,3,19,4.542730198584536,3921427.3019858454
6327,3,4,14,2.949929609640647,3319999.2960964064
421,5,1,39,4.915751562440484,394157.5156244048
7483,3,3,26,4.792212735942472,3907422.1273594247
3510,1,2,34,1.782473692816498,1839824.736928165
7286,1,1,13,2.9378096592406595,3713878.0965924067
5312,5,2,4,3.961506087218663,2827615.0608721864
4286,4,4,30,4.260527288351043,2340605.27288351
3559,3,3,4,4.547537280928252,1931975.3728092825
8604,1,1,24,4.6082756857212175,4395082.756857213
1932,1,4,12,9.220716173165936,1144207.1617316594
1739,3,2,1,1.1588153583518574,971588.1535835186
1657,1,4,24,5.605549046648652,976555.4904664865
6615,2,2,28,4.846081063159872,3439960.810631599
4978,1,4,32,8.22990805666516,2667299.0805666517
8976,4,2,34,6.560186431799806,4680601.864317998
6138,3,1,33,7.709445578452062,3237594.4557845206
3940,2,4,3,1.554400271703061,2087044.0027170307
1200,2,1,21,2.183936545830986,687339.3654583099
389,5,2,25,9.050961709893699,427509.617098937
3795,5,4,23,5.476982342859806,2123769.823428598
1087,4,2,26,5.556953659715406,722069.5365971541
277,2,1,39,4.388440195585705,256884.40195585706
4208,5,2,4,9.345392615230953,2329453.9261523094
5484,2,3,37,6.512098116120506,2910620.981161205
8977,1,1,31,1.6369930464040015,4555369.93046404
7873,4,1,35,7.595337057983427,4124953.370579834
6734,3,3,48,8.805397096158835,3584053.9709615884
4785,1,4,49,1.8231262569343634,2515231.2625693437
9646,1,2,4,2.8038921900548894,4903038.921900549
2438,3,1,6,7.6215627138089035,1373215.627138089
6700,2,3,13,6.710615760086893,3508606.157600869
259,4,2,38,5.4384908285968985,312884.908285969
3699,4,1,19,7.827762483380099,2032277.624833801
2603,5,3,50,3.8971638042246175,1510471.6380422462
8347,3,3,35,6.98464443803229,4365846.4443803225
1086,3,2,8,3.3196032465873624,670196.0324658736
6349,1,2,16,4.223547997170057,3274735.4799717003
3413,4,2,13,2.7770982802161273,1850770.9828021612
7105,4,2,7,5.000744373292333,3716007.4437329234
2254,5,1,27,9.108620215777552,1346586.2021577754
8214,2,2,44,6.735078460742342,4266350.7846074235
7270,1,4,40,4.294858874069421,3777948.5887406943
8887,2,1,30,9.483855081975294,4608338.550819753
8964,3,2,1,3.955546915829179,4612055.469158292
8566,3,2,39,1.2854253135006077,4405354.253135006
5335,1,3,14,6.734078377407761,2806840.7837740774
7500,5,3,41,2.2989071404445807,3938489.071404446
8166,4,2,11,3.6407004794092037,4234907.004794092
8469,5,4,13,1.6523798435343817,4417523.798435343
255,3,1,28,8.489171960901842,301391.7196090184
2050,1,4,44,8.291041470773624,1209910.4147077363
9646,1,4,20,3.034850499719737,4943348.504997198
5775,1,3,23,4.75678343382163,3011567.834338216
4067,1,2,2,1.2364543106670876,2096864.543106671
9838,3,4,46,2.5728744532145624,5087728.744532146
4152,3,2,36,8.99784821651252,2273978.482165125
8985,1,3,39,2.0152448928563604,4597152.448928564
8817,3,1,13,8.789899737192428,4577898.997371924
4451,1,1,40,8.653576831495943,2367035.7683149595
3705,3,3,44,8.98842390339086,2069384.2390339086
9812,5,4,24,4.244814212464803,5120448.142124648
5101,2,1,33,2.4393258751632687,2646393.2587516326
7121,4,3,47,5.928543914927936,3768285.439149279
1764,5,1,14,9.60813488418238,1100081.3488418239
6178,1,3,14,1.3102582698364569,3174102.5826983647
6663,1,3,31,1.8847338228570616,3430847.3382285708
9743,1,2,5,6.349658802941212,4987496.588029413
7157,1,4,48,6.226575509942894,3744765.755099429
2045,2,3,30,4.214458938337878,1164644.5893833789
7551,5,4,12,1.3378642968898191,3954878.642968898
8645,3,3,46,6.351973320428434,4514019.733204285
411,1,4,14,1.777457975943384,310274.57975943387
6048,2,1,28,3.141093618099622,3124410.9361809962
9172,5,2,34,7.204265255407249,4805042.652554072
401,5,2,18,9.351887140298205,433018.87140298204
9134,5,4,42,8.324759820644893,4831247.598206449
9943,4,4,45,8.010004969214519,5214100.049692146
5114,2,4,48,2.4524978163352245,2705524.9781633522
760,5,2,22,1.1169319627334184,532169.3196273341
8242,5,4,18,5.0519717439007525,4340519.717439008
135,2,1,10,2.4416812632495404,151916.8126324954
4402,1,4,9,7.50799543217452,2360579.9543217453
6017,1,4,15,1.6609567017130469,3112609.5670171306
2699,3,1,27,2.171439156956551,1459714.3915695655
8093,4,4,38,4.578952988635333,4251289.529886354
8256,4,2,32,1.8887422570045462,4272887.422570045
1351,4,1,36,8.484357023718555,873343.5702371856
9655,1,2,15,9.248153153564541,4977481.531535645
3302,4,1,46,3.5159035681853927,1804159.035681854
7403,2,2,47,2.886778854062392,3823867.788540624
1750,3,2,22,3.6101136499397346,1012101.1364993973
2915,2,2,11,7.856106531446701,1611561.065314467
3947,3,2,37,7.464264184984989,2156642.64184985
4919,4,4,20,8.101081194766255,2690510.8119476624
6396,4,2,8,4.8603733465148,3360603.733465148
4792,5,2,38,9.485328251948971,2639853.2825194895
8372,3,4,9,3.219449020416017,4342694.49020416
5457,4,3,3,1.2662367949723232,2867662.3679497233
2993,5,2,49,8.150796489555349,1732507.9648955534
6285,2,1,48,6.02105812489107,3281710.5812489106
6384,5,1,46,5.87989370287721,3388798.937028772
6947,2,1,13,7.338240087095619,3608382.400870956
2405,3,2,38,7.381829103262153,1385318.2910326216
8577,4,2,45,4.440915574853041,4465409.15574853
5292,5,4,45,9.478926289491763,2923289.2628949177
5402,4,2,18,1.6488274387063369,2836488.2743870635
2606,2,4,48,9.377817225224588,1520778.172252246
9237,2,4,26,6.87975168553073,4800297.516855307
6344,2,1,32,9.146355036986122,3334463.550369861
4091,5,4,11,3.4015931086136835,2245015.931086137
9654,3,1,26,6.121326274556365,4976213.262745564
3539,3,2,30,9.984682076119242,1974346.8207611924
4650,3,4,20,6.103201469792159,2516032.0146979215
2081,2,1,48,2.706168980364826,1146561.6898036483
4558,3,3,40,6.817151709466418,2472171.5170946643
4732,2,2,19,4.5248918093275865,2490748.9180932757
5183,4,2,38,5.218207060060987,2772682.0706006098
6085,3,3,24,8.636974838822173,3245869.748388222
4072,2,3,7,4.067771973178166,2165177.7197317816
2498,1,1,3,3.0127444890880537,1315627.4448908805
1233,5,3,21,9.614951225740112,868149.5122574011
9527,1,1,7,8.360094924143457,4885600.949241434
7938,1,4,3,8.522493773713315,4135724.9377371334
3337,3,4,40,2.951512298420664,1838015.1229842065
5014,2,3,7,3.8390521595943174,2633890.5215959433
6194,2,4,1,6.557977812692034,3263079.7781269206
208,5,1,14,6.034198414923224,286341.9841492322
748,5,2,2,2.5425885331301283,530425.8853313013
7494,3,4,50,8.031864178934892,3972318.641789349
6433,5,4,17,9.847428851368678,3483474.288513687
9334,5,1,21,8.241318347422064,4874913.18347422
7348,1,3,35,8.80984923179198,3844598.4923179196
7329,3,2,27,8.865869775178332,3856658.6977517833
1080,4,4,46,8.528906872555982,788289.0687255599
3013,2,4,28,9.651944379384744,1717019.4437938475
640,3,1,1,9.84413129471149,493941.31294711493
9666,4,1,19,1.6859468430167486,4954359.468430167
4263,4,3,19,1.8964917240688655,2284964.9172406886
7854,5,2,5,9.420020290698847,4153700.2029069886
4768,2,3,9,8.428622067040793,2557786.220670408
6297,1,3,20,2.6703973196941195,3250203.9731969414
8099,1,1,14,7.531895761704519,4166818.9576170454
9533,2,1,22,6.154035991967419,4894040.359919674
3954,5,2,1,8.49735216485696,2192473.5216485695
776,2,3,34,1.5896517498768685,505896.5174987687
9622,2,1,34,1.9561971401788103,4902561.971401788
5556,5,2,16,8.207332777604751,2998073.3277760474
256,3,2,42,5.82817562049284,297281.7562049284
8111,3,2,1,7.505371749814416,4221053.717498144
5653,2,2,24,2.760961982414507,2936109.619824145
7783,4,2,39,9.952716043833833,4120527.1604383383
9841,2,2,46,9.363698087594159,5107136.980875942
3117,4,4,5,1.3860816300997136,1714860.816300997
7155,1,1,14,8.871497036697495,3708214.970366975
895,1,1,24,2.6697397634215987,521197.397634216
2229,2,2,47,8.655353190971995,1294553.53190972
4317,5,3,35,4.655302688609449,2367553.0268860944
27,4,3,33,6.149070900253163,216490.70900253163
6735,4,2,12,9.493930704053168,3578439.3070405317
8085,5,3,21,2.1130909616898377,4219130.909616899
3182,5,2,22,5.447712503670618,1786477.1250367062
8925,5,1,10,7.8022907434961155,4660522.907434961
2446,1,4,36,2.3277757871963964,1344277.757871964
9088,1,1,18,2.1794656857156585,4609794.656857156
8292,4,2,9,8.709423310204642,4347594.233102046
9820,1,4,32,6.817730250970645,5074177.3025097065
7379,4,1,2,6.17186067585087,3847218.606758509
8077,3,3,35,2.473437676073933,4185734.3767607394
2691,3,4,18,2.974898330369993,1504248.9833036999
6276,2,4,45,6.802581885611559,3328525.8188561155
4690,5,3,15,4.145962372888436,2538959.6237288844
2301,4,3,41,7.0685680348153515,1366685.6803481535
8498,5,2,22,8.951475542382838,4479514.755423828
7284,4,3,24,9.770198282774103,3876701.982827741
6133,5,3,1,7.2258765479539395,3284258.7654795395
1938,4,2,45,2.5644303991985016,1127144.303991985
6364,1,2,14,3.7990052649608077,3276990.052649608
8014,2,4,18,6.632539841959062,4182325.3984195907
1979,5,1,21,7.43644398424113,1189364.4398424113
747,2,3,28,4.4288743304343665,516788.74330434366
3057,1,3,34,8.297650965612142,1693476.5096561215
4260,4,4,41,2.383103735925819,2314331.037359258
1624,3,2,31,8.036067148250869,997860.6714825087
6331,4,1,7,1.9031195647210684,3283031.195647211
7054,3,4,44,5.133152104376942,3720331.5210437695
3434,3,3,2,5.210875774589564,1875108.7577458955
9140,1,3,12,6.478183295781129,4705781.832957812
5094,3,2,4,2.7447246078592884,2666447.2460785927
746,4,3,1,3.1005471438822587,529505.4714388226
3285,4,2,24,5.477429476347588,1819274.294763476
1303,5,2,18,1.953869209059202,810038.692090592
9829,5,4,24,8.000529615661168,5166505.296156611
9305,2,4,39,2.693332207012718,4798933.322070127
8541,4,1,40,1.5595481294506133,4401095.481294506
5510,4,4,17,7.936889414191068,2982868.8941419106
5710,5,2,23,1.386389041595108,3010363.890415951
9242,1,1,5,9.137989086436923,4749879.890864369
442,3,1,6,7.244941260201827,371449.4126020183
9170,2,1,38,5.348088636056611,4712480.886360566
2074,2,4,15,7.364050694143614,1218140.506941436
9105,3,1,18,1.3635366438989576,4650135.3664389895
2902,5,1,42,1.249521497132525,1599495.2149713254
9902,2,3,47,4.591353874912123,5105413.538749121
1949,3,1,11,4.0714729030998145,1095714.7290309982
1997,1,1,18,5.4659439089746655,1097159.4390897467
9740,1,3,5,8.820255033912087,5025702.55033912
6807,3,4,49,8.970827121885499,3637708.271218855
8699,5,4,7,4.0988907955235,4553988.907955235
9761,5,2,25,9.259821957848912,5115598.219578489
6796,4,2,49,3.231755702301034,3564817.55702301
3950,4,4,49,8.180173725489253,2221301.7372548925
878,1,3,20,3.2167062435853575,546167.0624358535
6711,1,4,45,8.811275939931818,3546112.759399318
2467,2,1,48,4.563578758469122,1358135.7875846913
7342,3,1,38,7.670195026694497,3841701.950266945
1162,4,4,9,7.5608329957914515,801108.3299579145
6784,2,1,5,8.768743931276735,3537187.4393127672
1638,4,4,5,6.331481897946005,1024814.81897946
5042,2,2,20,8.017015419852843,2681170.1541985283
5997,2,4,47,2.9605597963602373,3151605.5979636023
5527,1,1,27,8.390034161599832,2895900.341615998
6432,2,3,33,8.590802380574003,3403408.02380574
2071,3,1,36,3.4414978937231346,1162914.9789372312
3519,5,4,48,8.008812342853489,2023588.123428535
9362,1,4,23,9.725375380837791,4869753.753808378
1105,2,3,17,9.405610956245852,740056.1095624585
1571,3,3,17,5.5522978903036435,954522.9789030364
6732,1,4,6,6.94522193076064,3518452.2193076066
4120,5,2,8,3.4656126665835147,2228656.1266658353
2907,4,4,7,5.759789958025959,1654597.8995802596
5165,4,2,34,4.287744966744029,2752377.4496674403
8716,3,1,48,2.8207908867910305,4485207.9088679105
4831,1,1,7,8.00427922767295,2534042.7922767294
922,5,3,12,5.92193239522436,671219.3239522435
5081,2,4,19,6.2454827321425235,2712454.827321425
3856,2,2,32,4.440817288613061,2058408.1728861306
8378,2,1,20,6.426843523604008,4318268.4352360405
8676,5,3,9,8.19901683912094,4569490.168391209
3557,1,3,23,9.22136556458021,1947213.6556458022
4872,3,1,16,4.757957930389302,2566579.579303893
7625,5,4,17,1.005277691820635,3991052.7769182064
1859,2,2,21,6.247506106330044,1072475.0610633004
5757,2,2,30,8.312147707481444,3046621.4770748145
4002,2,4,15,6.3703941700104805,2172203.9417001046
8023,2,4,45,4.564922137832299,4179649.221378323
4716,1,2,33,5.152955338056947,2476029.5533805694
6448,2,1,24,4.1097209981329055,3332097.2099813293
3660,4,2,37,1.6688636940731616,1975188.6369407317
1313,3,4,47,7.523265429961208,875232.654299612
9127,5,2,45,6.383444698626445,4779834.446986265
4562,1,2,7,4.602018895085518,2380520.1889508553
7597,4,2,42,2.9624246422261082,3959124.246422261
8033,3,1,5,7.374649632406296,4167746.496324063
8375,2,4,40,8.285445608592127,4390354.456085921
5553,2,2,18,7.004447927844146,2925544.4792784415
9365,2,2,29,9.19983214101863,4858998.321410187
2840,5,1,9,7.034553373438788,1609845.533734388
9426,3,2,27,6.537299384969734,4881872.9938496975
2841,4,4,18,3.39728082088343,1603472.8082088344
2986,4,1,42,1.0034967918888802,1619034.967918889
4887,3,2,33,6.104583729262065,2611045.8372926204
2818,5,2,31,8.356721716452732,1638067.2171645274
3970,2,2,1,9.86524728263768,2154152.472826377
2740,1,4,49,2.4458403737896517,1498958.4037378966
4078,2,3,46,2.5538512257509294,2172538.5122575094
2426,2,4,34,9.797690215099422,1427976.9021509942
7275,4,4,41,5.034094855164191,3848340.948551642
7324,4,4,8,5.606013721238255,3862060.1372123826
3297,5,2,37,3.155163263144253,1828551.6326314425
5124,1,1,10,5.80407631865452,2660040.763186545
9041,3,3,29,4.672403030346444,4686724.030303464
763,3,4,7,3.0038747172696922,535038.747172697
8626,1,3,23,5.51257196845048,4444625.719684505
916,1,4,1,4.975012666065067,588250.1266606507
6620,2,3,36,5.058241262046707,3463582.412620467
2661,1,1,6,4.455534136269543,1413055.3413626954
7626,3,3,44,1.4479008163793576,3954479.0081637935
8267,2,3,22,3.490183289492554,4264401.832894926
1758,2,3,48,6.468073955697763,1052680.7395569775
6443,2,2,23,8.752697875576352,3390526.9787557637
5149,4,3,13,1.767032175871647,2723670.3217587164
3981,3,4,2,2.3062138633378195,2134562.1386333783
9380,1,3,13,1.5997370298935643,4777497.370298936
4632,2,1,29,2.2399632247539545,2407899.6322475397
183,2,4,50,5.849680282573004,274996.80282573006
8160,3,3,39,9.868617031572269,4303186.170315723
6796,2,4,39,9.600547016142501,3613505.470161425
8256,5,2,43,6.760135713923376,4347101.3571392335
6323,2,3,4,4.60685529967339,3294568.5529967337
166,3,2,14,9.304366827687415,273043.6682768742
1802,2,1,1,6.0146482696462,1016646.482696462
9704,5,1,20,5.594699057085456,5032946.990570854
4343,4,3,24,9.69342301776377,2405434.2301776377
3931,5,2,12,9.017492694890796,2191674.926948908
697,1,2,34,5.395775171754512,469457.7517175451
6418,5,2,35,1.758530032901281,3374085.300329013
5140,3,2,9,3.8318391693234775,2702818.391693235
2602,1,3,31,4.602598885797372,1427525.9888579738
8452,5,3,14,4.148960113018663,4419489.601130187
8845,3,2,15,2.959912217786188,4549599.122177862
6866,3,4,44,3.2265954105639265,3607265.9541056394
9240,3,4,43,2.235775156243898,4783857.751562439
3196,2,3,16,9.460690956112472,1785606.9095611246
4923,3,1,37,2.2340448573887532,2577340.4485738873
2923,3,3,49,3.942930136063933,1630429.3013606393
9044,5,1,34,8.216304326843286,4736163.043268433
148,4,1,8,5.293312006769754,225933.12006769754
7802,4,3,47,4.049570699502621,4089995.706995026
1696,1,4,42,9.733849002611851,1046338.4900261185
